@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
515,'2019/09/19 21:52:15:739',2,-14079980,-14014444,-14079981,-13685740,-13554155,-13619691,-13751275,-13882604,-13948653,-14211569,-9402217,-9402734,-9535612,-10064274,-9932689,-10064277,-11051689,-12170690,-13289951,-13619947,-8877668,-7957343,-7695975,-6249816,-6511447,-6574926,-6903633,-7627358,-8943992,-11511212,-7760218,-7366749,-6117458,-5721418,-5720391,-5917513,-6575701,-7167066,-7956322,-9599860,-6775387,-6644315,-5329225,-5196100,-5654853,-6444369,-6969170,-7361870,-8216149,-9794926,-1710882,-5528418,-6910835,-6514787,-5856859,-5787208,-6179137,-7294533,-9531238,-10653588,-6581643,-8225675,-7499628,-6313552,-6115661,-6509134,-9008499,-11378596,-11843279,-12042723,-11055829,-12371426,-13094888,-13620971,-13357801,-12765667,-12831721,-12897514,-12437224,-11716327,-12962792,-13160170,-13489390,-14146802,-12832751,-13489906,-14146547,-12963052,-12175080,-9680325,-13554926,-13686512,-13094381,-12766188,-12437996,-13752819,-14606838,-12897516,-11322340,-10932176,1
516,'2019/09/19 21:52:15:773',2,-14014188,-14079980,-14079981,-13751020,-13554156,-13619691,-13751020,-13817068,-14014190,-14277104,-9401704,-9336685,-9601663,-9800845,-9602953,-9932433,-10985383,-12301763,-13356002,-13685483,-8745826,-8154981,-7432548,-6380632,-6576214,-6706256,-6969428,-7758689,-9338494,-12037302,-7628377,-7366750,-5985360,-5786698,-5785670,-6180686,-6904410,-7298138,-8284773,-10190970,-6249048,-6446682,-5328713,-5327172,-5918538,-6706771,-7033934,-7557963,-8676188,-10386808,-1645604,-5528676,-6976114,-6514530,-5855317,-5851715,-6572096,-7951691,-10454408,-10785951,-6778254,-8620179,-8090999,-7366501,-6970973,-7891306,-11180701,-13025226,-12370914,-12174054,-11186645,-12436707,-13225706,-13686509,-13489388,-13029098,-12963051,-12963051,-12503017,-11716328,-12962535,-13160171,-13554927,-14146803,-12833007,-13555443,-14146803,-12963309,-12240617,-9745861,-13620463,-13686513,-13159918,-12831725,-12503533,-13818356,-14607095,-12963054,-11387877,-11062994,1
517,'2019/09/19 21:52:15:806',2,-13750757,-14014188,-14014444,-13685484,-13488364,-13619691,-13751020,-13817069,-13948654,-14211568,-9337195,-8876647,-9076089,-9077376,-8945020,-9406088,-10524830,-11972796,-13224672,-13685483,-8417121,-8089960,-7169633,-6380889,-6445141,-6640978,-6903894,-7627874,-9207420,-12102837,-7629148,-7235935,-5920336,-5786698,-5851720,-6312786,-7036251,-7363930,-8481639,-10453883,-5789012,-6381657,-5263689,-5459272,-6050895,-6641233,-6836554,-7623499,-9070947,-10519421,-2040105,-5989995,-6976369,-6382945,-5854545,-5982531,-6900548,-8544345,-10786465,-10853034,-6713238,-9344423,-9078671,-8683395,-8090488,-9143180,-12696772,-14211303,-12371431,-12042983,-11121623,-12437221,-13226219,-13752559,-13555181,-13094892,-12897772,-12963308,-12437482,-11585256,-12962793,-13160428,-13555183,-14212595,-12833008,-13490163,-14146804,-12963310,-12240618,-9680325,-13620465,-13686513,-13094638,-12766190,-12438254,-13753076,-14672887,-12963309,-11322342,-10997713,1
518,'2019/09/19 21:52:15:839',2,-13288918,-13684450,-13882601,-13619691,-13488363,-13553898,-13685483,-13817067,-13948397,-14211824,-9469038,-8745573,-8483949,-8287343,-8154987,-8681589,-9734796,-11248556,-12829140,-13619691,-8548964,-8089960,-7103583,-6446425,-6510679,-6640979,-6903638,-7627360,-8943733,-11707047,-7892321,-7433057,-6051666,-5852490,-5917512,-6575700,-7364958,-7561051,-8612711,-10453370,-5196617,-6513245,-5461580,-5591628,-6116946,-6575440,-6704711,-7820106,-9399911,-10519422,-1777192,-6252135,-7040877,-6316380,-5985360,-6179395,-7295050,-9138030,-10985651,-11051703,-6778777,-10265793,-10330029,-10197667,-9407638,-10263211,-14145506,-14737906,-12371687,-12043239,-11252695,-12502758,-13226475,-13818095,-13620974,-13095149,-12898029,-12963308,-12437482,-11650793,-13028329,-13225964,-13555184,-14212596,-12833264,-13424627,-14146804,-12963310,-12240875,-9680325,-13620720,-13686769,-13094638,-12766444,-12438254,-13818612,-14672887,-12963310,-11322341,-10997714,1
519,'2019/09/19 21:52:15:873',2,-12498365,-12827847,-13157074,-13224159,-13093087,-13224930,-13619432,-13751018,-13882860,-14146031,-9666417,-8811623,-8418669,-7629923,-7628895,-7891040,-8746866,-10194834,-11972540,-13422051,-8680806,-8089702,-7102810,-6446167,-6576214,-6640978,-6969428,-7561566,-8614766,-10785167,-7892577,-7301727,-6051921,-5787210,-5983303,-6772819,-7627614,-7823450,-8481378,-10190197,-3947323,-6448227,-6054490,-5855826,-6117973,-6444367,-6638916,-7754054,-9596774,-10387836,-526870,-5330526,-6381920,-5986128,-5984845,-6245701,-7690580,-9468797,-11183803,-11250627,-6450067,-10463436,-11515598,-11646662,-10856375,-10988738,-14870001,-14672627,-12437223,-12108774,-11121109,-12436963,-13160682,-13687022,-13555183,-13095149,-12963308,-12898027,-12437481,-11650791,-12962791,-13160172,-13554927,-14147059,-12833008,-13490163,-14146804,-12963310,-12240873,-9680325,-13554927,-13686512,-13094637,-12766189,-12503533,-13752820,-14672886,-12897517,-11387877,-10932177,1
520,'2019/09/19 21:52:15:906',2,-12498365,-12827847,-13157074,-13224159,-13093087,-13224930,-13619432,-13751018,-13882860,-14146031,-9666417,-8811623,-8418669,-7629923,-7628895,-7891040,-8746866,-10194834,-11972540,-13422051,-8680806,-8089702,-7102810,-6446167,-6576214,-6640978,-6969428,-7561566,-8614766,-10785167,-7892577,-7301727,-6051921,-5787210,-5983303,-6772819,-7627614,-7823450,-8481378,-10190197,-3947323,-6448227,-6054490,-5855826,-6117973,-6444367,-6638916,-7754054,-9596774,-10387836,-526870,-5330526,-6381920,-5986128,-5984845,-6245701,-7690580,-9468797,-11183803,-11250627,-6450067,-10463436,-11515598,-11646662,-10856375,-10988738,-14870001,-14672627,-12437223,-12108774,-11121109,-12436963,-13160682,-13687022,-13555183,-13095149,-12963308,-12898027,-12437481,-11650791,-12962791,-13160172,-13554927,-14147059,-12833008,-13490163,-14146804,-12963310,-12240873,-9680325,-13554927,-13686512,-13094637,-12766189,-12503533,-13752820,-14672886,-12897517,-11387877,-10932177,1
521,'2019/09/19 21:52:15:939',2,-11510177,-11641766,-12037301,-12301766,-12434638,-12500433,-13027036,-13619431,-13882347,-14211311,-9732724,-8746091,-8483950,-7564905,-7300960,-7562077,-8153956,-9141113,-10852766,-12828368,-8812910,-7892068,-7300960,-6379604,-6576215,-6640724,-6969431,-7627361,-8482669,-9864320,-7827816,-7235682,-6052180,-5722188,-5983305,-6641235,-7562080,-8020831,-8414817,-9795441,-2565935,-5922406,-6515820,-6251614,-6185310,-6379346,-6573639,-7491399,-9201501,-10322045,-197643,-4344162,-6316388,-5721931,-5918797,-6245961,-7822683,-9469316,-10985909,-11514576,-6120849,-10003148,-11911391,-12700385,-12107479,-11384273,-14936053,-14672372,-12371431,-12108520,-10923989,-12174307,-13029099,-13621231,-13489647,-13029357,-12897773,-12897772,-12437481,-11716328,-12831207,-13094379,-13423855,-14081267,-12767472,-13424627,-14081012,-12963053,-12306410,-9680072,-13489136,-13620721,-13028846,-12700397,-12372462,-13687284,-14607095,-12897518,-11387877,-10866900,1
522,'2019/09/19 21:52:15:973',2,-9799036,-9863291,-10325132,-10655134,-11249333,-11249847,-11775937,-12566227,-13224416,-13553640,-8744799,-8087384,-7496023,-6971481,-6116686,-6444108,-6837324,-7561302,-9074804,-11181992,-8154718,-6772813,-6576721,-5457986,-5523267,-5653825,-5851204,-6442827,-7363156,-8416612,-7037785,-6182221,-5525320,-4866875,-4996663,-5456699,-6311753,-7034190,-7558219,-8347989,-1315866,-4474705,-5857118,-5593939,-5395277,-5459015,-5587770,-6111542,-7359295,-9530207,-131590,-3422805,-6053989,-5524292,-5128502,-5259320,-6244675,-7955302,-9470606,-10724543,-5067901,-9081787,-11056086,-12174302,-11845338,-10660810,-14343916,-14211822,-11581919,-11253471,-10068165,-11319002,-12240099,-12963560,-12831976,-12306150,-12174310,-12174309,-11582433,-10992352,-12041951,-12370915,-12766184,-13489390,-12044009,-12766957,-13489391,-12174055,-11582946,-8890295,-12831465,-12963051,-12305382,-11976933,-11583206,-13095150,-14081010,-12174054,-10598363,-9946825,1
523,'2019/09/19 21:52:16:007',2,-9272945,-9402475,-9599860,-9996169,-10919076,-11183537,-11512247,-12236487,-13092314,-13553381,-8678748,-8481368,-7495507,-7431002,-6379857,-6509900,-6771785,-7429199,-8482147,-10259852,-8351581,-7035981,-6707535,-5852742,-5457471,-5719874,-5850689,-6310983,-7165520,-8152668,-7037786,-6379597,-6051148,-4932666,-4997175,-5324598,-5916992,-6903117,-7690831,-8150608,-986901,-4211537,-5922652,-5857368,-5592138,-5460556,-5654849,-5981498,-6768442,-8476230,-131590,-3554650,-6646644,-5985873,-5062448,-5259576,-5587512,-6835526,-8480872,-10128020,-5133434,-9147322,-11056085,-12239836,-11910616,-10660807,-13224404,-13948132,-11581915,-11253212,-10068163,-11384536,-12371169,-13029096,-12897511,-12371685,-12239843,-12239843,-11647967,-11123679,-12107485,-12371170,-12831464,-13554925,-12109544,-12832492,-13554669,-12239589,-11714016,-8890294,-12897001,-13028586,-12370918,-11976932,-11648740,-13095148,-14081008,-12239333,-10729177,-9947080,1
524,'2019/09/19 21:52:16:039',2,-9141357,-9008742,-9204586,-9798273,-10589082,-11380660,-11709627,-12170695,-12960728,-13553124,-8613723,-8283731,-7626578,-7430230,-6970965,-6313292,-6838092,-7297099,-8350044,-9930113,-8154202,-7496788,-6444105,-6378827,-5391677,-5720388,-5850945,-6113604,-6836297,-7757141,-6840664,-6708560,-6050634,-5261374,-4931895,-5193011,-5455925,-6310981,-7428689,-8085330,-920852,-4408407,-5724759,-5922390,-5460806,-5262659,-5590085,-5982785,-6572350,-7621951,-131590,-3620446,-6712438,-5855826,-5260857,-5194549,-5391419,-5784376,-7097153,-8610393,-5067641,-9147064,-11055828,-12108249,-11186118,-9936051,-11381168,-11841208,-11120071,-11121366,-10067906,-11384278,-12305633,-13029095,-12831718,-12305635,-12108514,-12173793,-11582174,-11123421,-12107484,-12370657,-12831462,-13554924,-12109287,-12766699,-13554669,-12173797,-11714015,-8955574,-12896998,-12963049,-12370661,-11976675,-11582948,-13094892,-14080751,-12239331,-10663640,-9881287,1
525,'2019/09/19 21:52:16:074',2,-9141357,-9008742,-9204586,-9798273,-10589082,-11380660,-11709627,-12170695,-12960728,-13553124,-8613723,-8283731,-7626578,-7430230,-6970965,-6313292,-6838092,-7297099,-8350044,-9930113,-8154202,-7496788,-6444105,-6378827,-5391677,-5720388,-5850945,-6113604,-6836297,-7757141,-6840664,-6708560,-6050634,-5261374,-4931895,-5193011,-5455925,-6310981,-7428689,-8085330,-920852,-4408407,-5724759,-5922390,-5460806,-5262659,-5590085,-5982785,-6572350,-7621951,-131590,-3620446,-6712438,-5855826,-5260857,-5194549,-5391419,-5784376,-7097153,-8610393,-5067641,-9147064,-11055828,-12108249,-11186118,-9936051,-11381168,-11841208,-11120071,-11121366,-10067906,-11384278,-12305633,-13029095,-12831718,-12305635,-12108514,-12173793,-11582174,-11123421,-12107484,-12370657,-12831462,-13554924,-12109287,-12766699,-13554669,-12173797,-11714015,-8955574,-12896998,-12963049,-12370661,-11976675,-11582948,-13094892,-14080751,-12239331,-10663640,-9881287,1
526,'2019/09/19 21:52:16:148',2,-10985382,-9997449,-10589074,-10983585,-11906750,-12631508,-13026782,-13223903,-13355489,-13618917,-8482393,-7823182,-7954511,-7231306,-7165770,-7495252,-7759454,-8482664,-9469306,-10918300,-8351582,-7693141,-6968905,-6246213,-6509902,-5786182,-5918539,-6377033,-6836040,-7624781,-6973534,-6970964,-6115140,-5852741,-5194811,-5127992,-5324086,-5521208,-6113347,-7165007,-1776158,-4604235,-5524805,-5458497,-4603185,-4733999,-5127733,-5719359,-6639434,-7558732,-131590,-4014694,-6845316,-5791836,-6580579,-6117970,-5460814,-5589575,-5916221,-6637628,-5198712,-9212599,-10923983,-10199469,-7960184,-6509904,-6180163,-5982017,-7033676,-8480097,-10133441,-11449814,-12370912,-13028837,-12831459,-12239584,-11910620,-11449295,-11317713,-11188441,-12107228,-12370656,-12831462,-13554668,-12043750,-12831978,-13554411,-12173539,-11845087,-9086905,-12896743,-13028329,-12436196,-12042210,-11648483,-13160428,-14080495,-12239076,-10794455,-9881288,1
527,'2019/09/19 21:52:16:199',2,-10985382,-9997449,-10589074,-10983585,-11906750,-12631508,-13026782,-13223903,-13355489,-13618917,-8482393,-7823182,-7954511,-7231306,-7165770,-7495252,-7759454,-8482664,-9469306,-10918300,-8351582,-7693141,-6968905,-6246213,-6509902,-5786182,-5918539,-6377033,-6836040,-7624781,-6973534,-6970964,-6115140,-5852741,-5194811,-5127992,-5324086,-5521208,-6113347,-7165007,-1776158,-4604235,-5524805,-5458497,-4603185,-4733999,-5127733,-5719359,-6639434,-7558732,-131590,-4014694,-6845316,-5791836,-6580579,-6117970,-5460814,-5589575,-5916221,-6637628,-5198712,-9212599,-10923983,-10199469,-7960184,-6509904,-6180163,-5982017,-7033676,-8480097,-10133441,-11449814,-12370912,-13028837,-12831459,-12239584,-11910620,-11449295,-11317713,-11188441,-12107228,-12370656,-12831462,-13554668,-12043750,-12831978,-13554411,-12173539,-11845087,-9086905,-12896743,-13028329,-12436196,-12042210,-11648483,-13160428,-14080495,-12239076,-10794455,-9881288,1
528,'2019/09/19 21:52:16:238',2,-13553383,-13422052,-13487590,-13158883,-13027298,-13093092,-13224676,-13356004,-13487334,-13750506,-10591393,-7825501,-8022625,-8810860,-9930374,-10786207,-11906492,-12236230,-12565456,-13026525,-7563089,-6969415,-6903367,-6640455,-6574666,-6641232,-6181451,-6640972,-7362896,-8481635,-7498073,-7101522,-6575948,-5720384,-5918537,-5325373,-5392197,-5917515,-6179401,-6835786,-5001557,-6117202,-6313291,-5523776,-5194812,-4734264,-4995380,-5126192,-5587261,-6442314,-263177,-4671838,-7104875,-5722697,-5393731,-4538163,-4799284,-5194302,-6048584,-6901834,-5396350,-9607613,-10792906,-6055521,-6185566,-6711397,-6052436,-5525838,-5785923,-6244671,-10265285,-11581656,-12436961,-12436696,-10461610,-8551295,-7299680,-6640723,-6902863,-8021088,-12173277,-12502242,-12897255,-13554924,-12109029,-12766184,-13488360,-12107230,-11581653,-9151929,-12962536,-13094122,-12436453,-12107748,-11648483,-13160427,-14080495,-12239074,-10728663,-9815498,1
529,'2019/09/19 21:52:16:284',2,-14342894,-14342894,-14277358,-13948396,-13816811,-13816811,-13948395,-14014188,-14145517,-14408430,-13421789,-11644082,-11907255,-12762051,-13288918,-13487585,-13816550,-14013671,-13750759,-13816553,-9406587,-7826005,-7628370,-7890002,-7888719,-8217945,-9535352,-10260104,-10523539,-11248037,-8748649,-8286558,-7693909,-7298381,-7101780,-7365981,-6512217,-7037531,-7693149,-8087131,-5789781,-8090212,-7826780,-6378568,-6708306,-5787210,-6049097,-6377293,-6771278,-7428949,-5330255,-7828841,-7827040,-6445645,-6314063,-5327427,-5588546,-5982275,-6639947,-7757913,-7435929,-11384015,-12106955,-8423813,-7896184,-7633012,-7368552,-6447965,-7102040,-7758165,-11581397,-12831203,-13423079,-10397609,-8158578,-7300956,-6378057,-6773073,-7298388,-7757134,-13225446,-13423082,-13752045,-14212591,-12898281,-12896732,-12697547,-10986417,-10130333,-9672601,-13817326,-13883375,-13225962,-12963049,-12634601,-13818095,-14606578,-12962791,-11649245,-10801107,1
530,'2019/09/19 21:52:16:318',2,-14342894,-14342894,-14277358,-13948396,-13816811,-13816811,-13948395,-14014188,-14145517,-14408430,-13421789,-11644082,-11907255,-12762051,-13288918,-13487585,-13816550,-14013671,-13750759,-13816553,-9406587,-7826005,-7628370,-7890002,-7888719,-8217945,-9535352,-10260104,-10523539,-11248037,-8748649,-8286558,-7693909,-7298381,-7101780,-7365981,-6512217,-7037531,-7693149,-8087131,-5789781,-8090212,-7826780,-6378568,-6708306,-5787210,-6049097,-6377293,-6771278,-7428949,-5330255,-7828841,-7827040,-6445645,-6314063,-5327427,-5588546,-5982275,-6639947,-7757913,-7435929,-11384015,-12106955,-8423813,-7896184,-7633012,-7368552,-6447965,-7102040,-7758165,-11581397,-12831203,-13423079,-10397609,-8158578,-7300956,-6378057,-6773073,-7298388,-7757134,-13225446,-13423082,-13752045,-14212591,-12898281,-12896732,-12697547,-10986417,-10130333,-9672601,-13817326,-13883375,-13225962,-12963049,-12634601,-13818095,-14606578,-12962791,-11649245,-10801107,1
531,'2019/09/19 21:52:16:355',2,-14408948,-14408948,-14408947,-14079985,-13882864,-13948655,-14014447,-14145775,-14211567,-14408946,-14079982,-14080240,-14146288,-14343409,-14146031,-13751533,-13948653,-14145773,-13882604,-13882862,-13290983,-13356774,-13620201,-14014444,-13817322,-13882860,-15921916,-15921658,-13619689,-13357034,-9803944,-7104348,-7038298,-7824991,-8482155,-9732481,-10785428,-10853025,-10788009,-11446454,-7499353,-7300182,-7035987,-7102035,-6641748,-6970972,-6446430,-6380379,-7299939,-7692637,-8486764,-7958114,-7563872,-6313037,-6379349,-5853265,-5721424,-6378585,-6772057,-7231835,-8554881,-8355187,-7958889,-6445650,-6380375,-5130312,-5457736,-5719366,-6179658,-7034967,-11054783,-11054007,-10789802,-9013642,-7829624,-7567222,-7170666,-6315101,-6838874,-7824738,-13225704,-13357290,-13554923,-9673890,-7237995,-7763570,-7498345,-7235686,-7563623,-7824219,-13752047,-13883632,-13225707,-12765672,-11713492,-11579581,-11182760,-9800083,-9141890,-9538442,1
532,'2019/09/19 21:52:16:390',2,-14408948,-14408948,-14408947,-14079985,-13882864,-13948655,-14014447,-14145775,-14211567,-14408946,-14079982,-14080240,-14146288,-14343409,-14146031,-13751533,-13948653,-14145773,-13882604,-13882862,-13290983,-13356774,-13620201,-14014444,-13817322,-13882860,-15921916,-15921658,-13619689,-13357034,-9803944,-7104348,-7038298,-7824991,-8482155,-9732481,-10785428,-10853025,-10788009,-11446454,-7499353,-7300182,-7035987,-7102035,-6641748,-6970972,-6446430,-6380379,-7299939,-7692637,-8486764,-7958114,-7563872,-6313037,-6379349,-5853265,-5721424,-6378585,-6772057,-7231835,-8554881,-8355187,-7958889,-6445650,-6380375,-5130312,-5457736,-5719366,-6179658,-7034967,-11054783,-11054007,-10789802,-9013642,-7829624,-7567222,-7170666,-6315101,-6838874,-7824738,-13225704,-13357290,-13554923,-9673890,-7237995,-7763570,-7498345,-7235686,-7563623,-7824219,-13752047,-13883632,-13225707,-12765672,-11713492,-11579581,-11182760,-9800083,-9141890,-9538442,1
533,'2019/09/19 21:52:16:423',2,-14408948,-14408948,-14408947,-14014705,-13883120,-13948656,-14014448,-14080240,-14146032,-14408947,-14014704,-14014704,-14146289,-14277874,-14146032,-13751534,-13948655,-14145775,-13882605,-13882862,-13291240,-13488875,-13751789,-14080495,-13883117,-13883118,-15922172,-15987194,-13685483,-13357035,-9343401,-8881543,-9341580,-9866385,-10524061,-11774130,-12564160,-12038850,-11841991,-12368851,-6710105,-6840403,-6839635,-6772817,-6707283,-6839130,-6642780,-6642778,-7496546,-7956066,-8288360,-7694686,-7234394,-6378573,-6379606,-5918801,-5787733,-6510945,-6969697,-7429217,-8816509,-8287853,-7695717,-6314067,-6182998,-5196106,-5523274,-5719111,-6179404,-6969177,-10001823,-9210505,-8946303,-7301220,-7104102,-5921110,-5721935,-6116183,-6707033,-7758433,-13159912,-13291754,-13489129,-9015959,-8093827,-8949139,-8684166,-7236976,-7431783,-7890015,-13686510,-13817840,-13159915,-11450062,-9935525,-9735825,-9141370,-8087656,-8284520,-8810605,1
534,'2019/09/19 21:52:16:457',2,-14408949,-14408948,-14474485,-14014706,-13882866,-13948657,-14014449,-14080240,-14211570,-14408947,-14014704,-14080241,-14146289,-14343410,-14146033,-13751536,-13948655,-14145775,-13882607,-13882863,-13356778,-13554413,-13817583,-14080752,-13883118,-13883120,-15987709,-15987195,-13619949,-13357037,-9869486,-10263719,-10854828,-11248817,-11775677,-12959695,-13420759,-12631764,-12303832,-12698592,-6380627,-6511955,-6905171,-6574927,-6706770,-6772568,-6642267,-6970973,-7692899,-8417133,-8089954,-7430488,-7102295,-6180941,-6576988,-5918547,-5854042,-6511203,-6903905,-7429218,-8748661,-8221549,-7234652,-6314327,-5919828,-5261645,-5523019,-5719112,-6179407,-7034461,-9276807,-8155758,-7629154,-6181455,-5853520,-5262411,-5523531,-6050133,-6837851,-7758435,-13094120,-13225960,-12963042,-9147290,-9278618,-9410204,-8618889,-6908013,-7431013,-7955039,-13686512,-13817584,-12765413,-9672869,-8882058,-8483956,-7495260,-7626331,-8152932,-8678249,1
535,'2019/09/19 21:52:16:490',2,-14408950,-14343413,-14408948,-14014706,-13883122,-13883122,-14014450,-14080241,-14146034,-14408948,-14014704,-14014705,-14146290,-14278131,-14080753,-13751536,-13948656,-14145776,-13882607,-13882864,-13291243,-13554413,-13817583,-14080753,-13883375,-13883120,-15987709,-15987452,-13619949,-13357039,-10132398,-10724275,-11315382,-11841470,-12170953,-13355482,-13618653,-12698330,-12435677,-12764901,-6775125,-6577234,-6838867,-6509391,-6312014,-6707803,-6510937,-7037282,-7693158,-8812666,-7826268,-7298904,-6838610,-6050386,-6445916,-5590611,-5920094,-6445155,-6837856,-7363682,-8484718,-8090218,-6510676,-6446428,-5393742,-5326924,-5522506,-5653578,-6179924,-7100769,-8814971,-8155244,-6905175,-6181713,-5262153,-5196106,-5523789,-6049621,-7035230,-7889767,-12896997,-12897251,-11449799,-9015448,-9410975,-9278362,-7632766,-6775143,-7364704,-7954781,-13686256,-13686255,-11449547,-8882576,-8486269,-7562083,-6968916,-7627361,-8021090,-8677992,1
536,'2019/09/19 21:52:16:523',2,-14409205,-14408949,-14408948,-14014706,-13817585,-13883121,-13948913,-14014706,-14146033,-14408947,-14014704,-14014705,-14146290,-14277875,-14080753,-13751791,-13883119,-14145776,-13817326,-13883120,-13291498,-13554412,-13752047,-14015217,-13817838,-13883375,-15922173,-15987451,-13619948,-13357037,-10066600,-10657964,-11051953,-11841726,-12104646,-13223896,-13355224,-12632535,-12435420,-12765158,-6840914,-6970961,-6509901,-6444110,-6247249,-6314072,-6314326,-6905181,-7628391,-8944509,-7628375,-7365206,-6312780,-6248791,-5919571,-5459796,-5920349,-6247516,-6772317,-7232609,-8484715,-7695457,-6314323,-6183511,-5065034,-5260872,-5390918,-5653834,-6246487,-7167073,-8484975,-8023910,-6247502,-5985102,-5065543,-5195592,-5590095,-6181204,-7101021,-7889763,-12897252,-12963043,-9739944,-9147288,-9345439,-8817551,-6843247,-6839902,-7232343,-7954522,-13686254,-13554924,-10002349,-8750728,-8287861,-7167579,-7100757,-7627358,-8086879,-9006182,1
537,'2019/09/19 21:52:16:557',2,-14408949,-14343412,-14409204,-14014706,-13882866,-13883121,-13948913,-14080241,-14146033,-14343412,-14014704,-14014704,-14080754,-14278130,-14080497,-13686256,-13948655,-14145775,-13882862,-13883120,-13291242,-13488876,-13752047,-14015216,-13817582,-13883119,-15922173,-15921659,-13619949,-13357037,-9671068,-10196382,-10656420,-11380658,-11578041,-12565706,-12631242,-12237261,-12172501,-12699363,-6971473,-7167569,-6444365,-6313296,-6314072,-5854291,-6248792,-6575704,-7563111,-8812667,-7694168,-7102290,-6115919,-6183255,-5261643,-5591382,-5919579,-6181209,-6640730,-7232866,-8550766,-7168857,-6511961,-5591374,-5064777,-5194566,-5259331,-5720398,-6509916,-7298917,-8682099,-7827045,-6445396,-5920338,-5197129,-5392971,-5656402,-6378583,-7297626,-7823453,-12963045,-11976147,-8818067,-9081494,-9213337,-8028034,-6447203,-6773079,-7297106,-7953749,-13620461,-12962785,-9738146,-9013388,-8287349,-7562596,-7429724,-7758428,-8546916,-9600122,1
538,'2019/09/19 21:52:16:589',2,-14408948,-14408948,-14343667,-14014707,-13817585,-13883121,-13948913,-14014705,-14146033,-14408948,-14014704,-14014704,-14146289,-14277875,-14080497,-13751535,-13948655,-14080239,-13817326,-13883119,-13225705,-13488619,-13752046,-14014960,-13817582,-13817583,-15922172,-15921659,-13554413,-13357037,-9011585,-9141376,-9668491,-9997458,-10458527,-10985383,-11248812,-11249589,-11579331,-12500954,-7496787,-6904399,-6444880,-6379863,-5657941,-5592147,-6050903,-6509911,-7299427,-8417395,-7891803,-6641742,-6314325,-5591118,-5261900,-5721941,-5786450,-5983572,-6574682,-7232355,-8550250,-6774101,-6512475,-4999494,-4998213,-5062722,-5325894,-6049364,-6904673,-7363937,-9406342,-8090737,-7499373,-6711141,-5921110,-5525841,-5919317,-6706775,-7362902,-7822165,-12962789,-9673637,-7896445,-8291461,-8289664,-6974574,-6445659,-6705999,-7427408,-8347478,-13554924,-12699611,-10461614,-9671066,-8880263,-8615803,-8482927,-8877945,-9602188,-10527651,1
